,Name,CID,Melting Point
12971,"1,3,5-Trifluorobenzene",[9745],-5.5 °C
12972,"Cyclohexane, 1-ethyl-4-methyl-",[19503],-80.8 °C
12973,"Sulfur, pentafluoro(trifluoromethyl)-",[136213],-87.0 °C
12974,Phencarbamide,[6008],48.5 °C
12975,Fenclorim [ISO],[77338],96.9 °C
12976,"Butane, 2,2,3,3-tetrachlorohexafluoro-",[67811],83.5 °C
12977,"1,1,2,2,3,3,4,4-Octafluoro-1,4-diiodobutane",[78993],-9.0 °C
12978,Primocarcin,[19565],130.5 °C
12979,Sulphinylbis(dimethylamide),[77385],31.0 °C
12980,Ethyl indole-2-carboxylate,[73125],123.5 °C
12981,Butanilicaine,[22379],45.5 °C
12982,Isobutylcyclopentane,[77414],-115.2 °C
12983,Fluorometholone acetate [USAN:USP],[240767],297.5 °C
12984,5-Carbethoxy-2-thiouracil,[735952],252.0 °C
12985,"Boranediamine, 1-fluoro-N,N,N',N'-tetramethyl-",[136229],-44.3 °C
12986,4-Aminobenzamidine,[1725],182.0 °C
12987,Clonitazene [INN:BAN:DCF],[62528],75.5 °C
12988,Isopropylcyclopentane,[19751],-111.4 °C
12989,3-Chloro-4-nitrotoluene,[123478],24.0 °C
12990,Fludiazepam,[3369],296.0 °C
12991,"Dibenzo(b,e)(1,4)dioxin, 2,7-dibromo-",[38213],193.0 °C
12992,m-Bromobenzohydrazide,[520941],158.0 °C
12993,2-Chlorodibenzo-4-dioxin,[38252],88.0 °C
12994,"1,2,4-Trichlorodibenzo-1,4-dioxin",[38253],128.0 °C
12995,"Benzoic acid, 3,4-dimethoxy-, ethyl ester",[77546],43.5 °C
12996,5-Bromo-o-toluidine,[2734805],33.0 °C
12997,Tetrabromothiophene,[77565],117.5 °C
12998,4-Bromobenzylamine,[77571],20.0 °C
12999,4-Bromo-2-chlorophenol,[19859],50.5 °C
13000,3-Chloro-4-hydroxybenzoate,"[19860, 54706659]",171.0 °C
13001,2-Chloro-3-nitrobenzoic acid,[19870],183.5 °C
13002,"1-Bromo-4-(1,1-dimethylethyl)benzene",[77595],19.0 °C
13003,4-tert-Butylpyridine,[19878],-41.0 °C
13004,"4,4'-Difluorodiphenyl",[9811],94.5 °C
13005,"4,4'-Dibromobenzophenone",[72868],177.0 °C
13006,N-(2-Fluorophenyl)acetamide,[67860],78.0 °C
13007,o-Phenoxytoluene,[77610],21.7 °C
13008,2-Bromobenzamide,[77616],160.5 °C
13009,Rosoxacin,[287180],290.0 °C
13010,"2-Amino-1,3,4-thiadiazole",[19909],191.0 °C
13011,"Acetic acid, (2,3,6-trichlorophenoxy)-",[77625],148.0 °C
13012,"Cholestane, (5alpha,14beta)-",[12303118],76.0 °C
13013,"alpha,alpha,alpha,3-Tetrafluorotoluene",[67867],-81.5 °C
13014,3-Chlorocatechol,[19928],48.5 °C
13015,1-Fluoro-3-nitrobenzene,[9823],41.0 °C
13016,"2-Methylhexa-1,5-diene",[19965],-128.8 °C
13017,4-Fluorophenoxyacetic acid,[67882],104.25 °C
13018,4-Fluorostyrene,[67883],-34.5 °C
13019,p-(Methylsulphonyl)benzoic acid,[77670],269.5 °C
13020,"Cyclohepta-1,3-diene",[19969],-110.4 °C
13021,6-Chloro-2-naphthol,[96496],116.5 °C
13022,alpha-Methoxyacetophenone,[77698],8.0 °C
13023,"4-tert-Butyl-2,6-dinitrophenol",[20042],95.0 °C
13024,Dicetyl ether,[77757],55.0 °C
13025,Methoxyphenone,[38839],62.3 °C
13026,4'-Methylbutyrophenone,[77811],12.0 °C
13027,Fluocortin butyl,[15942715],195.1 °C
13028,"Arsine, difluoromethyl",[9866],-29.7 °C
13029,"Propane, 1-chloro-2,2-difluoro-",[67896],-56.2 °C
13030,Tolonidine [INN:DCF],[72138],149.0 °C
13031,1-Benzylimidazole,[77918],69.0 °C
13032,6-Methylisoquinoline,[640959],85.5 °C
13033,Dipropyl sulfoxide,[20252],22.5 °C
13034,Heptyl octanoate,[61342],-10.6 °C
13035,"Cyclopentene, 1-pentyl-",[138179],-83.0 °C
13036,4-Chloro-2-methylquinoline,[77973],42.5 °C
13037,11-Hydroxyandrosterone,"[10286365, 21139727, 146159233]",235.0 °C
13038,"Pyridine, 2,5-diamino-",[20314],110.3 °C
13039,2-Chloro-6-fluorobenzoic acid,[67947],160.0 °C
13040,Quinoline-4-carbaldehyde,[78072],51.0 °C
13041,Gentisin,[5281636],266.5 °C
13042,3-Methoxysalicyl alcohol,[78088],61.5 °C
13043,3-Hydroxy-4-methoxybenzyl alcohol,[78089],136.0 °C
13044,"2,3,4,5,6-Pentafluorobenzyl alcohol",[9923],37.5 °C
13045,Harmine,[5280953],273.0 °C
13046,4-Hydroxy-3-methoxybenzonitrile,[78135],86.0 °C
13047,n-Butylboronic acid,[20479],95.0 °C
13048,"3,4-Dimethylbiphenyl",[20492],29.5 °C
13049,"Cyclopentane, hexyl-",[138257],-73.0 °C
13050,4-Fluoro-2-nitrotoluene,[67965],27.0 °C
13051,5-Fluoro-2-nitrophenol,[9937],36.0 °C
13052,Truxillic acid,[78213],228.0 °C
13053,4-Hydroxy-3-methoxyphenylacetonitrile,[78220],56.5 °C
13054,"Acetophenone, 2-fluoro-",[9947],29.0 °C
13055,"Benzenamine, 3-fluoro-4-methyl- (9CI)",[9957],31.0 °C
13056,4-(4-Methoxyphenyl)butyric acid,[78280],57.5 °C
13057,"2-Bromo-4,6-dichlorophenol",[20617],68.0 °C
13058,"Glyceraldehyde, D-",[79014],145.0 °C
13059,Nitracrine,[20628],134.5 °C
13060,"1-Naphthoic acid, 8-chloro-",[78295],171.5 °C
13061,"Benzoic acid, 3,5-difluoro-",[101265],122.0 °C
13062,"3,4-Difluorobenzoic acid",[99166],123.0 °C
13063,3-Fluoroanisole,[9975],-35.0 °C
13064,"Benzene, 1-ethoxy-3-fluoro-",[136301],-27.5 °C
13065,2-Methyl-1-octene,[78335],-77.8 °C
13066,4-Fluorophenetole,[68018],-8.5 °C
13067,"2-Pyridinamine, N-methyl- (9CI)",[20727],15.0 °C
13068,"13H-Dibenzo(a,h)fluoren-13-one",[20730],214.0 °C
13069,1-Fluoropropane,[9998],-159.0 °C
13070,"2,4-Diaminopyridine",[68036],107.0 °C
13071,Kyanmethin,[68039],183.0 °C
13072,"2,4,6-Tribromo-m-cresol",[20737],84.0 °C
13073,"Undecanoic acid, 11-fluoro-",[68044],36.0 °C
13074,"Nonane, 1-fluoro-",[10029],1.0 °C
13075,3-Methylcarbazole,[20746],208.5 °C
13076,"Ethanone, 2-iodo-1-phenyl-",[138307],34.4 °C
13077,Camphane,[92108],158.5 °C
13078,"1,1'-Oxybis(cyclohexane)",[20757],-36.0 °C
13079,Aspidospermine,[227613],208.0 °C
13080,beta-Erythroidine,[10074],99.5 °C
13081,Neopine,[5462437],127.5 °C
13082,Hydroxypethidine,[61120],110.0 °C
13083,Ketobemidone,[10101],156.5 °C
13084,Naphthazarin,[10141],232.0 °C
13085,Thiepane,[78493],0.5 °C
13086,Lycorine,[72378],280.0 °C
13087,Picropodophyllin,[72435],205.5 °C
13088,3-Chloro-2-nitrobenzoic acid,[20902],238.0 °C
13089,1-Hydroxymethylnaphthalene,[20908],64.0 °C
13090,Atranorin,[68066],195.0 °C
13091,Cotoin,[10175],130.5 °C
13092,Acacetin,[5280442],263.0 °C
13093,"2,3-Dihydro-1H-isoindol-1-one",[10199],151.0 °C
13094,"1,3-Dithiolane",[20970],-50.0 °C
13095,2-Methyl-3-nitroanisole,[78554],55.0 °C
13096,"2-Pyrrolidinone, 1-hexyl-",[78555],4.0 °C
13097,Osthole,[10228],83.5 °C
13098,Drosophilin A,[68088],116.0 °C
13099,Daphnetin,[5280569],262.0 °C
13100,Coclaurine,[160487],220.0 °C
13101,Lupinine,[91461],70.0 °C
13102,Quinoline-4-carboxylic acid,[10243],254.5 °C
13103,Harman,[5281404],236.5 °C
13104,Salicylurate,[10253],168.0 °C
13105,Bromanyl,[68101],293.0 °C
13106,d-Quercitol,[441437],236.0 °C
13107,"2,5-Dimethylresorcinol",[68103],163.0 °C
13108,3-Furoic acid,[10268],122.5 °C
13109,Octyl hexanoate,[21006],-28.0 °C
13110,4-Phenylcyclohexanone,[78605],79.5 °C
13111,Cinchomeronic acid,[10273],256.0 °C
13112,4-Chromone,[10286],59.0 °C
13113,"2,4'-Biphenyldiamine",[10292],54.5 °C
13114,alpha-d-glucopyranose,"[206, 5793, 79025, 185698]",133.0 °C
13115,3-Pentadecylcatechol,[68118],59.5 °C
13116,3-Methyl-2-nitrophenol,[21026],37.0 °C
13117,"1,3-Dimethoxy-4-nitrobenzene",[78633],76.5 °C
13118,"2H-1-Benzopyran, 3,4-dihydro-",[136319],215.0 °C
13119,Nicotelline,[68123],147.5 °C
13120,Glucovanillin,"[3648225, 5293141, 6452133, 138911422]",189.0 °C
13121,Acridine Orange,[62344],165.0 °C
13122,Hydrohydrastinine,[22301],66.0 °C
13123,"2,5-Dihydroxybenzyl alcohol",[188287],100.0 °C
13124,1-Methyl-4-[(4-methylphenyl)methyl]benzene,[21071],28.0 °C
13125,"2H-Pyran-4-one, 3-hydroxy-",[68130],93.8 °C
13126,"Furazan, dimethyl-",[138397],-7.0 °C
13127,Vanillyl alcohol,[62348],115.0 °C
13128,"Pyridine-3,5-dicarboxylic acid",[10366],324.0 °C
13129,Thujic acid,[72620],88.5 °C
13130,m-Cresotic acid,[5788],177.0 °C
13131,Deoxyepinephrine,[4382],188.5 °C
13132,Chavicol,[68148],15.8 °C
13133,Isofezolac,[68677],200.0 °C
13134,Erythrocentaurin,[191120],140.5 °C
13135,"2,3,6-Trichloroanisole",[39656],45.0 °C
13136,2H-Pyran-2-one,[68154],8.5 °C
13137,Carbon suboxide,[136332],-107.0 °C
13138,"1,3-Dithiane",[10451],54.0 °C
13139,Cheirolin,[10454],47.5 °C
13140,2-Butylpyridine,[78750],97.0 °C
13141,"Dibenzo(b,e)(1,4)dioxin, 2,3-dibromo-7,8-dichloro-",[39728],316.0 °C
13142,"2,3-Dibromo-7,8-difluorodibenzo-p-dioxin",[39731],210.0 °C
13143,9-Stearolic acid,[68167],48.0 °C
13144,Butyl nonan-1-oate,[39742],-38.0 °C
13145,Bromal hydrate,[68181],53.5 °C
13146,Acetimidoquinone,[39763],74.5 °C
13147,Hydrocortisone tebutate,[23424017],168.0 °C
13148,5-Methoxy-o-toluidine,[99500],47.0 °C
13149,"1,1,3,3-Tetramethylcyclopentane",[123522],-88.4 °C
13150,"2-(1,3-Dimethylxanthinyl-7-methyl)-4-methylmorpholine",[78773],177.0 °C
13151,Pholcodine,[5311356],91.0 °C
13152,Heptabarbital,[10518],174.0 °C
13153,Eldoral,[101726],215.0 °C
13154,Thyropropic acid,[5804],200.0 °C
13155,Neostigmine methylsulfate,[5824],143.0 °C
13156,Diethylbromoacetamide,[10535],67.0 °C
13157,Trimethyl isopropyl butanamide,[65300],60.0 °C
13158,2-(Ethylsulfonyl)ethanol,[10549],46.0 °C
13159,Octyl heptanoate,[521326],-22.5 °C
13160,Ethyl isopropyl sulphide,[21228],-122.2 °C
13161,Sulfamethylthiazole,[68194],237.0 °C
13162,2-Iodobenzylic alcohol,[107629],92.0 °C
13163,N-Iodosuccinimide,[120273],204.0 °C
13164,"2H-Thiopyran, tetrahydro-4-methyl-",[78837],-28.0 °C
13165,Kryptopyrrole,[10600],0.0 °C
13166,Naphthalic acid,[68204],260.0 °C
13167,beta-Peltatin,[92122],234.0 °C
13168,Ellipticine,[3213],313.0 °C
13169,Dimethazan,[10612],95.0 °C
13170,Pectolinarigenin,[5320438],221.0 °C
13171,Diosmetin,[5281612],253.5 °C
13172,Ethadione,[10630],76.5 °C
13173,Dichlorophthalic anhydride,[3016714],121.0 °C
13174,Methyl 5-chloroanthranilate,[78878],67.0 °C
13175,7-Dehydrositosterol,[5283634],144.5 °C
13176,Ethyl diphenylglycolate,[96261],34.0 °C
13177,Quercitrin,[5280459],170.0 °C
13178,4-(4-Methoxyphenyl)butan-1-ol,[97660],3.5 °C
13179,2-Ethylanthracene,[40300],152.0 °C
13180,Dibromsalicil,[10662],212.5 °C
13181,Ricinine,[10666],201.5 °C
13182,Benzylimidobis(p-methoxyphenyl)methane,[68233],90.0 °C
13183,3-Bromo-5-nitrotoluene,[104213],83.0 °C
13184,"9H-Fluorene-2,7-diamine",[10679],166.0 °C
13185,"2,3-Dimethyl-2,5-cyclohexadiene-1,4 dione",[10688],55.0 °C
13186,Duroquinone,[68238],111.5 °C
13187,Durohydroquinone,[136346],233.0 °C
13188,Fluoranil,[68239],184.0 °C
13189,4-Methylorcinol,[10697],136.0 °C
13190,"2,6-Dimethyl-1,4-benzoquinone",[68241],72.5 °C
13191,Diploicin,[68244],232.0 °C
13192,"Benzene, 1,1',1''-ethanetriyltris-",[78926],95.0 °C
13193,"1,3-Benzenediol, 5-chloro-",[94554],118.0 °C
13194,"2,4-Dinitrobenzaldehyde",[68250],72.0 °C
13195,"2-Isopropyl-4,8-dimethylazulene",[68253],32.3 °C
13196,Anthranol,[10731],152.0 °C
13197,Diethyl (phenylmethylene)malonate,[94751],32.0 °C
13198,Guaiacol benzoate,[68272],57.5 °C
13199,Chlorodiethylborane,[138449],-84.6 °C
13200,"1,3-Di-6-quinolylurea",[68281],262.0 °C
13201,"beta,beta'-Dinaphthylamine",[68283],172.2 °C
13202,"Benzoic acid, 2-phenylhydrazide",[10774],168.0 °C
13203,"1,2,3,4,5,6,7,8-Octahydrophenanthrene",[79221],16.7 °C
13204,Ethyl 1-naphthyl ether,[21403],5.5 °C
13205,"1,3-Benzenediol, 4-pentyl- (9CI)",[68287],72.5 °C
13206,6-Aminobenzothiazole,[68288],87.0 °C
13207,L-Erythrose,[5460674],129.0 °C
13208,p-Methylpropiophenone,[21429],7.2 °C
13209,3-Ethyl-3-methylglutaric acid,[79290],87.0 °C
13210,"1,2-Diamino-4,5-dichlorobenzene",[79297],160.5 °C
13211,4-Aminobenzhydrazide,[21450],226.0 °C
13212,4-Hydroxybenzoic acid hydrazide,[1742],265.0 °C
13213,"1,2,3,5-Tetrachloronaphthalene",[91651],141.0 °C
13214,"1,3,5,7-Tetrachloronaphthalene",[91652],180.0 °C
13215,"2-Hexyne, 5-methyl-",[143060],-92.9 °C
13216,Dichlorophenarsine hydrochloride [USP],[68301],200.0 °C
13217,4-Chlorobenzohydrazide,[10816],164.0 °C
13218,Carinamide,[10825],229.5 °C
13219,"Benzene, 1-chloro-3-methyl-4-nitro- (9CI)",[79329],25.5 °C
13220,4-Phenylsemicarbazide,[10837],128.0 °C
13221,Surinamine,[68309],293.0 °C
13222,1-(5-Bromo-2-thienyl)ethan-1-one,[79335],94.5 °C
13223,Thalicarpine,[21470],160.5 °C
13224,Benzylurea,[10853],148.0 °C
13225,"1,2-Di-p-tolylethane",[10854],85.0 °C
13226,Tetroxoprim,[65450],154.0 °C
13227,Tropone,[10881],-7.0 °C
13228,"2,4-Dichlorophenetole",[79361],32.0 °C
13229,"1,5-Diphenyl-3-pentanone",[21496],13.5 °C
13230,Hexobendine,[5777],76.0 °C
13231,Mescaline,[4076],35.5 °C
13232,Trifluorothymine,[5899],316.0 °C
13233,9-Heptadecanone,[10887],53.0 °C
13234,Cyclopropyl methyl ether,[68323],-119.0 °C
13235,Aminoacetonitrile,[10901],101.0 °C
13236,N-Benzyl-o-toluidine,[79402],60.0 °C
13237,N-Benzyl-4-toluidine,[79403],19.5 °C
13238,3-(4-Methoxyphenyl)propan-1-ol,[79406],26.0 °C
13239,Acetoacetic acid,[96],36.5 °C
13240,3-Nitrodibenzofuran,[72897],181.5 °C
13241,"2,3,4-Trichloroanisole",[41017],69.5 °C
13242,Heptacosan-14-one,[10955],77.5 °C
13243,Malonaldehyde,[10964],72.0 °C
13244,3-Benzoylpyridine,[21540],38.0 °C
13245,"1,2,2,3-Tetrabromopropane",[41044],10.5 °C
13246,Galegine,[10983],62.5 °C
13247,p-Propoxybenzoic acid,[138500],145.0 °C
13248,Agrocybin,[11004],140.0 °C
13249,2-Methoxy-5-nitropyridine,[79525],108.5 °C
13250,"Quinoxaline, 6-chloro-",[79534],64.0 °C
13251,Propallylonal,[11020],181.0 °C
13252,Octyl valerate,[79545],-42.3 °C
13253,2-Nitrobenzenesulphonamide,[138510],191.0 °C
13254,1-Cyclohexyl-4-nitrobenzene,[79564],58.5 °C
13255,N-3-Bromopropylphthalimide,[21611],75.0 °C
13256,"1,2,4,5-Tetramethyl-3,6-dinitrobenzene",[79593],211.5 °C
13257,"4-Chloro-alpha,alpha-dimethylphenethylic alcohol",[79609],34.0 °C
13258,"5-Bromo-1,2,4-trimethylbenzene",[79610],73.0 °C
13259,"1,4-Piperazinedicarboxylic acid, diethyl ester",[79615],47.0 °C
13260,Quinoline-2-carbaldehyde,[79619],71.0 °C
13261,Phenalen-1-one,[11050],154.0 °C
13262,o-Thymotic acid,[11052],127.0 °C
13263,Irigenin,[5464170],185.0 °C
13264,Galangin,[5281616],214.5 °C
13265,"Cyclohexane, 1,1'-(1,5-pentanediyl)bis-",[143213],-13.6 °C
13266,"1,1-Dicyclohexylbutane",[143219],-10.5 °C
13267,"2,2-Dicyclohexylpropane",[143230],15.6 °C
13268,"1,1-Dicyclohexylpropane",[143231],-23.5 °C
13269,Hydrocotarnine,[3646],56.0 °C
13270,Embelin,[3218],142.5 °C
13271,Amisometradine [INN:BAN:NF],[11071],175.0 °C
13272,1-Nitro-2-naphthol,[11075],104.0 °C
13273,"2,4,6-Trichloro-m-cresol",[11085],46.0 °C
13274,p-Decyloxybenzoic acid,[138527],113.5 °C
13275,Hydrocarbostyril,[64796],163.5 °C
13276,5'-Nitro-2'-propoxyacetanilide,[68377],102.5 °C
13277,Aniline mustard,[11108],45.0 °C
13278,5-Nitro-2-propoxyaniline,[11118],49.0 °C
13279,(3H)-Benzofuran-2-one,[68382],50.0 °C
13280,"2,2-Diphenylpropionic acid",[79676],176.0 °C
13281,Teclozan,[21723],140.0 °C
13282,1-Chloro-2-methylpropan-2-ol,[68409],-20.0 °C
13283,"Aniline, 2,3,4,5-tetrafluoro- (8CI)",[21757],28.0 °C
13284,6-Phenylhexanoic acid,[79695],23.0 °C
13285,p-Ethoxybenzamide,[108776],209.0 °C
13286,"Camphoric acid, (-)-",[219463],189.1 °C
13287,"2,3,3-Trimethyl-1-pentene",[11216],-69.0 °C
13288,"Methane, bromotrinitro-",[11220],17.5 °C
13289,Brallobarbital,[68416],168.5 °C
13290,"Benzophenone, 4-chloro-3-nitro-",[41743],105.0 °C
13291,Guaiacol phosphate,[68420],91.0 °C
13292,"3-Pentanone, 2,2-dimethyl-",[136363],-45.0 °C
13293,Brodimoprim,[68760],226.5 °C
13294,1-Methylcarbamoyl-5-fluorouracil,[92452],226.5 °C
13295,Perhydroazonine,[79742],-19.0 °C
13296,2-Octynoic acid,[21872],4.0 °C
13297,6-Methylsalicylic acid,[11279],173.0 °C
13298,Meconin,[68437],102.5 °C
13299,8-Methoxycaffeine,[11286],176.0 °C
13300,"Phloroglucinol, trichloro-",[92590],136.0 °C
13301,"4-Amino-3,5-dichlorobenzoic acid",[42061],291.5 °C
13302,"1-Bromo-2,3-dichlorobenzene",[42066],60.0 °C
13303,Acetylpyruvic acid,[21919],99.5 °C
13304,"2,3,6,8-Tetrachlorodibenzofuran",[42134],202.0 °C
13305,"2,4,6,7-Tetrachlorodibenzofuran",[42135],164.0 °C
13306,"2,3,4-Trimethoxybenzoic acid",[11308],100.5 °C
13307,1-Bromo-2-naphthol,[11316],84.0 °C
13308,Phenisopham [BSI:ISO],[94578],109.5 °C
13309,Fraxetin,[5273569],231.0 °C
13310,Buclosamide [INN:BAN:DCF],[68466],91.5 °C
13311,Anthrarobin,[11342],208.0 °C
13312,2-Acetylbenzoic acid,[68474],114.5 °C
13313,"Phenol, 3,4-dinitro-",[11348],134.0 °C
13314,Cyclarbamate [INN:BAN:DCF],[72076],151.5 °C
13315,4-Aminoacridine,[11353],108.0 °C
13316,4-Aminoquinoline,[68476],154.8 °C
13317,m-Anisohydrazide,[79848],94.0 °C
13318,"2',4'-Dihydroxypropiophenone",[79856],99.0 °C
13319,5-Bromoanthranilic acid,[79858],219.5 °C
13320,Aspirin methyl ester,[68484],51.5 °C
13321,6-Aminoquinoline,[11373],114.0 °C
13322,6-Hydroxyquinoline,[11374],195.0 °C
13323,Methyl hexacosanoate,[22048],63.8 °C
13324,"3,3'-Bipyridine",[68487],68.0 °C
13325,"2,4'-Dipyridyl",[68488],61.5 °C
13326,Benzylidene diacetate,[68489],46.0 °C
13327,2-Naphthylacetic acid,[11393],142.0 °C
13328,3-Methoxybenzamide,[98487],134.0 °C
13329,2-Thiophenecarboxamide,[22063],182.0 °C
13330,2-Chlorobenzohydrazide,[79883],119.0 °C
13331,Benzoyl azide,[61132],32.0 °C
13332,3'-Methylbenzanilide,[68496],125.0 °C
13333,4'-Methylbenzanilide,[68497],158.0 °C
13334,2'-Methylbenzanilide,[71100],145.5 °C
13335,"2,6-Di-tert-butylpyridine",[68510],2.2 °C
13336,"Phenol, 3,5-dinitro-",[11459],125.1 °C
13337,3-Nitrostyrene,[68514],-10.0 °C
13338,4-Acetylbenzoic acid,[11470],208.0 °C
13339,"Acetamide, N-3-pyridinyl- (9CI)",[79978],133.0 °C
13340,"2-Bromo-1,1-dichloroethylene",[79981],-88.5 °C
13341,"1-Naphthalenecarbonitrile, 4-amino-",[42828],175.5 °C
13342,"3,4-DA",[11495],139.0 °C
13343,"1,2,4,7,8-Pentachlorodibenzofuran",[42839],237.0 °C
13344,"1,2,7,8-Tetrachlorodibenzofuran",[42844],210.0 °C
13345,"Emetan-6'-ol, 7',10,11-trimethoxy-, (1'beta)-",[12302705],115.5 °C
13346,p-Bromobenzyl chloride,[68528],50.0 °C
13347,p-Bromophenylhydrazine,[12158],108.0 °C
13348,Xanthurenic acid,[5699],289.0 °C
13349,"Ethane, 1-bromo-2-iodo-",[68531],28.0 °C
13350,1-Methylcyclohexanol,[11550],25.0 °C
13351,Ethyl behenate,[22199],50.0 °C
13352,4-Aminopyrimidine,[68958],155.0 °C
13353,"2,3-Pentadiene",[136378],-125.6 °C
13354,(Chloromethyl)cyclopropane,[80013],-90.9 °C
13355,N-Methylhydroxylamine,[11647],87.5 °C
13356,Trimethylborane,[68979],-161.5 °C
13357,"Benzoic acid, p-bromo-, hydrazide",[22219],166.0 °C
13358,(S)-3-Phenylpiperidine,[101021],14.5 °C
13359,Trimethyl phosphine,[68983],-85.0 °C
13360,"2,3,3-Trimethylbut-1-ene",[11669],-109.9 °C
13361,2-Chloro-2-methylpropionic acid,[68987],31.0 °C
13362,"2,3-Dimethylbutan-2-ol",[11670],-14.0 °C
13363,"2-Butanol, 2,3,3-trimethyl- (8CI)(9CI)",[11676],17.0 °C
13364,"1,1,1,2,2,3,3-Heptachloropropane",[11677],29.4 °C
13365,2-(t-Butyl)-pyridine,[138630],-33.0 °C
13366,"2,2-Dinitropropane",[136385],54.0 °C
13367,Algestone,[11687],225.0 °C
13368,"Ethane, 1,1,1-trinitro-",[11688],57.0 °C
13369,Naphtholphthalein,[68993],254.0 °C
13370,5-Butyl-5-nonanol,[136392],20.0 °C
13371,"1-Ethyl-2,3-dioxopiperazine",[108812],108.0 °C
13372,4-Methyl-4-heptanol,[136394],-82.0 °C
13373,3-Methylbut-1-yne,[69019],-89.7 °C
13374,"3-Methylbuta-1,2-diene",[11714],-113.6 °C
13375,N-Methylthiourea,[2723704],120.0 °C
13376,"2',3'-Dideoxyuridine",[65161],128.0 °C
13377,Prednylidene [INN:BAN:DCF],[20055008],234.0 °C
13378,Ethylmalonic acid,[11756],114.0 °C
13379,Diisopropylnitrosamine,[11758],48.0 °C
13380,"1,3-Dichloro-2-nitrobenzene",[11759],72.5 °C
13381,"2,3,4-Trinitrotoluene",[11763],112.0 °C
13382,1-Chloro-8-nitronaphthalene,[69040],95.8 °C
13383,Anthragallol,[11768],313.0 °C
13384,"3,5-Dichlorobenzylic alcohol",[43236],80.5 °C
13385,2-Undecyne,[143688],-30.1 °C
13386,4-Undecyne,[143690],-74.7 °C
13387,D-Homocysteine,[134603],226.25 °C
13388,Ethyl diphenylcarbamate,[69050],72.0 °C
13389,"2,3-Dimethylbenzoic acid",[11782],146.0 °C
13390,2-Amino-3-nitrophenol,[4115495],216.5 °C
13391,"Phenanthrene, 9,10-dimethyl-",[69056],144.0 °C
13392,Ubiquinone-O,[69068],59.5 °C
13393,"1,3-Benzenedicarboxylic acid, 2-hydroxy- (9CI)",[11812],244.5 °C
13394,"2,6-Dinitroaniline",[69070],141.5 °C
13395,o-Nitrobenzohydrazide,[3781218],124.0 °C
13396,"1,1'-Biphenyl, 2,4'-dinitro- (9CI)",[11825],93.5 °C
13397,"Propiophenone, 3,3-diphenyl-",[69079],96.0 °C
13398,6-Dodecanone,[80165],10.0 °C
13399,5-Nitroisoquinoline,[69085],110.0 °C
13400,2-Methylquinolin-4-ol,[69089],234.0 °C
13401,5-Methoxytryptamine,[1833],121.5 °C
13402,"Benzene, 1,2,3-triiodo-",[11845],116.0 °C
13403,"2,6-Dibromoaniline",[69098],87.5 °C
13404,"2,4-Dinitromesitylene",[11849],85.3 °C
13405,"Benzene, pentabromo-",[11854],160.5 °C
13406,Pentaiodobenzene,[11856],172.0 °C
13407,"1H-1,2,4-Triazole, 1-benzyl-",[22458],49.0 °C
13408,4-Pentynoic acid,[22464],57.7 °C
13409,"Phenol, 2,4-dichloro-6-nitro-",[11871],122.0 °C
13410,Methoxypromazine,[18847],46.0 °C
13411,N-Methyltryptamine,[6088],88.0 °C
13412,"2,3,4-Trihydroxybenzoic acid",[11874],221.0 °C
13413,"2,4,5-Trinitrotoluene",[11878],104.0 °C
13414,Ethyl 2-nitrobenzoate,[69123],30.0 °C
13415,1-Aminoanthracene,[11885],116.0 °C
13416,"Benzoic acid, 2,5-dibromo-",[11891],157.0 °C
13417,"1,2,4-Trimethyl-5-nitrobenzene",[69130],71.0 °C
13418,"2,4-Diaminobenzoic acid",[69134],140.0 °C
13419,5-Aminoquinoline,[11911],110.0 °C
13420,4-Chloroquinoline,[69140],34.5 °C
13421,4-Hydroxyquinoline,[69141],201.0 °C
13422,Phenylglyoxylic acid,[11915],66.0 °C
13423,"3,3'-Diaminobenzophenone",[69145],173.5 °C
13424,4-Methoxybenzophenone,[69146],61.5 °C
13425,4-Benzoylbenzoic acid,[69147],199.0 °C
13426,11-Methylbenzanthracene,[22488],118.0 °C
13427,"Benzonitrile, 2-(chloromethyl)- (9CI)",[69152],61.0 °C
13428,"Benzonitrile, o-nitro-",[11922],108.0 °C
13429,2-Nitrobenzyl alcohol,[11923],74.0 °C
13430,o-Benzylbenzoic acid,[11924],118.0 °C
13431,3-Methylquinoline,[11926],16.5 °C
13432,"3,3'-Dimethylbiphenyl",[11931],9.0 °C
13433,"2,2'-Binaphthyl",[69166],188.3 °C
13434,6-Phenylquinoline,[69168],110.0 °C
13435,2-Phenylquinoline,[71545],86.0 °C
13436,(2-Nitroethyl)benzene,[80208],-23.0 °C
13437,"1,4-Diphenylpiperazine",[69173],165.0 °C
13438,"4-(Phenylmethyl)-1,1'-biphenyl",[69174],85.0 °C
13439,"Quinoline, 7-nitro-",[11946],132.5 °C
13440,"Naphthalene, 2-benzyl- (8CI)",[11948],58.0 °C
13441,Di-2-naphthyl ether,[69183],105.0 °C
13442,3-Acetylbenzonitrile,[80222],99.0 °C
13443,"Benzamide, N-benzoyl-",[136413],152.0 °C
13444,"Phosphonic acid, 1,2-ethanediylbis-",[80247],218.0 °C
13445,5-Nitroindole,[22523],141.0 °C
13446,Furfuryl 2-furoate,[69202],27.5 °C
13447,4-Chloro-o-xylene,[32886],-6.0 °C
